id,text,symbol,filing_time,topic_ids,label,Comments
409,We maintain a part of our financial assurance using guarantees in New Mexico.,fcx,2008-02,"[0, 5]",0,
410,There can be no assurance that any share repurchases would enhance stockholder value because the market price of our common stock may decline below the levels at which we repurchased such shares.,amr,2022-03,"[3, 6, 10]",0,
411,"If third parties bring claims against us, the proceeds held in the trust account could be reduced and the per-share redemption amount received by stockholders may be less than $10.24 per share (based on the trust account balance as of December 31, 2018).",hymc,2019-03,[11],1,
412,An extended decline in the prices of such commodities could negatively impact our results of operations.,arlp,2020-02,[10],0,
413,"If Sentient converts the remaining amount of principal and interest due at the loan maturity date, estimated at approximately $1.2 million, at $0.29, Sentient would own approximately 55% of the Companys then outstanding common stock, assuming no other issuances of common stock.",aumn,2016-02,"[0, 3, 6]",0,
414,The issuance of the forward purchase securities will not result in such an adjustment to the conversion of our Class B common stock.,hymc,2020-03,[3],0,
415,Our financial position and results are subject to fluctuations in foreign currency values.,vgz,2009-03,[5],0,
416,"If we were to lose any of these customers without finding replacement customers willing to purchase an equivalent amount of coal on similar terms, or if these customers were to decrease the amounts of coal purchased or the terms, including pricing terms, on which they buy coal from us, it could have a material adverse effect on our business, financial condition and results of operations.",arlp,2008-02,[4],0,
417,"Our exploration and development operations are subject to environmental regulations, which could result in our incurring additional costs and operational delays.",vgz,2010-03,[12],1,
418,"Declines in the market price of gold, silver, copper, nickel or other metals also may render reserves or mineralized material containing relatively lower ore grades uneconomical to exploit.",rgld,2012-08,"[1, 4, 7, 10]",0,
419,Our customers increasingly demand a broad product range and we must continue to develop our expertise in order to manufacture and market these products successfully.,cmp,2006-02,"[4, 14]",0,
420,"In order to conduct mining operations on properties where these defects exist, the Company may incur unanticipated costs.",nc,2020-03,[7],0,
421,THE MARKET FOR OUR PRODUCTS MAY NARROW OVER TIME.,usau,2008-07,"[4, 14]",0,
422,A number of governments or governmental bodies have introduced or are contemplating regulatory changes in response to the potential impacts of climate change that are viewed as the result of emissions from the combustion of carbon-based fuels.,nem,2015-02,"[2, 12]",1,
423,"However, its hedging strategies may not be successful, and any of its unhedged foreign exchange payments will continue to be subject to market fluctuations.",fcx,2007-02,[5],0,
424,"Our common stock is subject to the 382 Transfer Restrictions under our certificate of incorporation and the Rights Agreement which are intended to prevent a Section 382 ownership change, which if not complied with, could result in the forfeiture of such stock and related dividends or substantial dilution of the stock ownership, respectively.",hcc,2020-02,"[3, 6]",1,
425,"The operation of underground mines and conduct of exploration programs are subject to numerous risks and hazards, including, but not limited to, environmental hazards, industrial accidents, encountering unusual or unexpected geological formations, formation pressures, cave-ins, fires, power outages, labor disruptions, flooding, seismic activity, rock bursts, accidents relating to historical workings, landslides and periodic interruptions due to inclement or hazardous weather conditions.",aumn,2012-03,"[9, 14]",0,
426,"Consequently, if we are successful in acquiring any new opportunities and our estimates prove to be in error, either through miscalculations or changing market conditions, this could have a material adverse effect on our financial position or results of operations.",xpl,2016-03,"[1, 9]",0,
427,"In the past, that country has been subject to political instability, changes and uncertainties which may cause changes to existing government regulations affecting mineral exploration and mining activities.",mux,2009-03,"[5, 12]",1,
428,"We are subject to changing rules and regulations promulgated by a number of governmental and self-regulated organizations, including the British Columbia Securities Commission, the SEC, the Toronto Stock Exchange (the TSX), the NYSE American, and the Financial Accounting Standards Board.",vgz,2020-02,"[2, 3, 12]",1,
